Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
76,78.0,28.0,196.0,,,425.0,,,,,77.0,,75.0,,,,17.0,,11.0,28.0,15.0,,24.0,,26.0,,,,51.0,,,,63.0,,,,,17.0,11.0,53.0,24.0,,,13.0,,77.0,73.0,75.0,73.0,80.0,30.0,27.0,28.0,28.0,,,31.0,,31.0,,,,28.0,27.0,,,77.0,,0.0,1.0,,0.0,1.0
76,76.0,,,73.0,,,,5.0,4.0,1.0,65.0,73.0,77.0,76.0,,61.0,,74.0,54.0,79.0,65.0,,82.0,59.0,,,67.0,63.0,75.0,74.0,,,,78.0,56.0,74.0,,,,,,75.0,65.0,52.0,41.0,,,16.0,,7.0,,,,,74.0,75.0,,,,,,68.0,68.0,65.0,,,18.0,,0.0,1.0,,0.0,1.0
76,,,190.0,,,,0.0,,,,,,57.0,,76.0,80.0,32.0,,,75.0,,,57.0,31.0,,69.0,33.0,,,72.0,,,77.0,75.0,83.0,23.0,,,38.0,,42.0,,,78.0,,,,15.0,,,54.0,49.0,,53.0,53.0,49.0,56.0,56.0,,,,,67.0,,76.0,68.0,20.0,,1.0,0.0,,0.0,1.0
76,76.0,,180.0,,,408.0,1.0,,,,83.0,,74.0,,,69.0,77.0,70.0,69.0,,,,75.0,,70.0,,82.0,,82.0,72.0,,,,81.0,65.0,,,,,,62.0,66.0,22.0,45.0,,15.0,10.0,11.0,13.0,,,76.0,,75.0,75.0,76.0,76.0,76.0,,,63.0,60.0,63.0,,,60.0,,,,,,0.0,1.0
76,,,181.0,,,,,,,,,,,,72.0,,,54.0,,,,,69.0,,,,54.0,,70.0,,,68.0,54.0,79.0,71.0,,,73.0,62.0,73.0,63.0,70.0,74.0,,68.0,,10.0,,,,,,69.0,69.0,69.0,,,72.0,76.0,,74.0,76.0,74.0,,,73.0,,,,1.0,,0.0,
76,,,,78.0,1894.0,,,,,2.0,,,70.0,75.0,76.0,69.0,,33.0,68.0,74.0,,,78.0,39.0,70.0,75.0,,,75.0,,76.0,67.0,80.0,,66.0,51.0,,75.0,,,49.0,76.0,76.0,,,5.0,,5.0,5.0,,,67.0,65.0,65.0,65.0,67.0,,,72.0,71.0,76.0,,76.0,,,76.0,14.0,,0.0,1.0,,,
76,,29.0,184.0,72.0,,396.0,,,3.0,1.0,75.0,,69.0,,,,,,,77.0,62.0,79.0,63.0,,,,,,77.0,,,77.0,47.0,75.0,,,45.0,,,66.0,62.0,65.0,,,28.0,10.0,,14.0,14.0,14.0,76.0,,76.0,76.0,76.0,76.0,,76.0,71.0,,61.0,,61.0,,50.0,,,0.0,0.0,,,1.0,
76,78.0,25.0,,70.0,1934.0,,1.0,,,1.0,,77.0,62.0,,,77.0,,76.0,63.0,,70.0,73.0,,,,,78.0,,78.0,74.0,74.0,,,,79.0,75.0,74.0,,,62.0,,,33.0,,36.0,,,,15.0,,,73.0,75.0,75.0,,73.0,74.0,,,73.0,,,,,,58.0,22.0,,,,0.0,0.0,1.0
76,76.0,,,82.0,,,,,,,,,,,,,46.0,38.0,,68.0,,,,30.0,,,,63.0,,63.0,,,80.0,,79.0,34.0,,,,49.0,39.0,60.0,,,76.0,15.0,,14.0,,,54.0,,,,53.0,,,60.0,,60.0,,74.0,71.0,73.0,76.0,,19.0,0.0,,1.0,0.0,0.0,1.0
76,,,,,1857.0,,,,,,,44.0,65.0,66.0,76.0,,64.0,,,,,,,38.0,,66.0,,,,,,65.0,,,80.0,,78.0,,53.0,59.0,,69.0,,78.0,,,9.0,14.0,,,63.0,,,,,62.0,,,,68.0,,76.0,,,79.0,77.0,,0.0,0.0,,0.0,0.0,
76,,,175.0,71.0,,399.0,1.0,,,,77.0,,66.0,,,,,,,,,62.0,,37.0,64.0,,,,71.0,,67.0,56.0,,,,,,,,,,59.0,76.0,77.0,76.0,,8.0,,10.0,,,,,,62.0,64.0,,69.0,67.0,69.0,75.0,72.0,,76.0,,76.0,19.0,0.0,,,0.0,,1.0
76,76.0,,,,1966.0,414.0,0.0,,,1.0,78.0,,70.0,68.0,73.0,69.0,77.0,48.0,,,55.0,,,,72.0,67.0,,,80.0,73.0,,68.0,69.0,72.0,69.0,,,,,63.0,72.0,68.0,,73.0,77.0,,14.0,,,,,,65.0,,65.0,67.0,69.0,71.0,,71.0,,,76.0,76.0,74.0,76.0,,,0.0,,,,
76,,30.0,,82.0,1229.0,,,3.0,1.0,,76.0,,64.0,79.0,,,16.0,,17.0,25.0,,15.0,18.0,17.0,,17.0,,,36.0,76.0,50.0,,60.0,,,13.0,,20.0,,,,60.0,,,12.0,76.0,,,76.0,,,29.0,,,31.0,29.0,,33.0,33.0,,29.0,,29.0,30.0,31.0,30.0,,0.0,,1.0,,0.0,
76,76.0,31.0,,,,,,4.0,3.0,,,73.0,77.0,71.0,75.0,,,,73.0,76.0,67.0,70.0,79.0,,81.0,77.0,57.0,55.0,55.0,,71.0,,77.0,82.0,81.0,,,75.0,,,,76.0,74.0,,,10.0,,,12.0,,73.0,,,71.0,,70.0,,74.0,76.0,74.0,76.0,76.0,76.0,75.0,76.0,,,0.0,,,,0.0,
76,,28.0,,84.0,1851.0,,1.0,,2.0,1.0,52.0,53.0,68.0,,75.0,87.0,,,77.0,70.0,33.0,,58.0,67.0,,67.0,,54.0,43.0,66.0,,,71.0,,90.0,,,,42.0,,,63.0,,,,,6.0,6.0,15.0,,,58.0,,,,58.0,63.0,,,,70.0,,70.0,72.0,,,,0.0,0.0,,1.0,,0.0
76,,23.0,185.0,,,413.0,,,3.0,1.0,77.0,,,74.0,,,57.0,77.0,,,66.0,,67.0,52.0,62.0,,74.0,80.0,,74.0,,,,83.0,,,,,,60.0,68.0,75.0,,,,13.0,11.0,10.0,,,,72.0,74.0,74.0,,72.0,74.0,74.0,69.0,74.0,,59.0,,,,,,,,,,0.0,1.0
76,80.0,24.0,182.0,,1883.0,412.0,0.0,3.0,,,87.0,,70.0,82.0,33.0,72.0,,70.0,,70.0,,85.0,,70.0,,85.0,88.0,86.0,79.0,60.0,,,,,,70.0,50.0,,,73.0,,,,,,,10.0,10.0,9.0,,74.0,76.0,,74.0,74.0,76.0,77.0,,70.0,77.0,,56.0,,,,56.0,,1.0,0.0,,0.0,0.0,
76,,23.0,,,1960.0,,,,3.0,1.0,,68.0,,77.0,63.0,69.0,,64.0,32.0,,53.0,78.0,66.0,,,,74.0,,77.0,73.0,67.0,,63.0,,68.0,77.0,65.0,71.0,,77.0,57.0,,62.0,,62.0,7.0,,13.0,8.0,12.0,,74.0,73.0,73.0,73.0,74.0,,,78.0,,,,,,67.0,71.0,,0.0,,,,0.0,1.0
76,77.0,26.0,,78.0,,408.0,,,4.0,1.0,80.0,76.0,,80.0,35.0,,64.0,,,,,82.0,82.0,67.0,,80.0,,79.0,,71.0,,,32.0,,68.0,,68.0,25.0,73.0,,,74.0,36.0,,34.0,,,,,16.0,75.0,76.0,,,76.0,76.0,,,71.0,77.0,60.0,58.0,,56.0,49.0,56.0,,,0.0,0.0,0.0,0.0,1.0
76,79.0,,,,,412.0,1.0,3.0,,2.0,64.0,,,70.0,75.0,78.0,,50.0,80.0,76.0,51.0,,,49.0,74.0,,,72.0,,,,,86.0,,,,82.0,72.0,,,66.0,79.0,72.0,,,10.0,15.0,,,15.0,,65.0,65.0,,,65.0,,69.0,,,73.0,,73.0,,78.0,74.0,,,,1.0,,0.0,1.0
76,,27.0,,,,435.0,,,3.0,,,,,,74.0,81.0,61.0,71.0,,79.0,65.0,74.0,,,,75.0,65.0,65.0,,,66.0,,,93.0,,,,,72.0,70.0,,75.0,71.0,75.0,72.0,8.0,14.0,,10.0,,75.0,71.0,73.0,73.0,73.0,71.0,,,77.0,75.0,76.0,,,76.0,77.0,,,,0.0,0.0,,0.0,
76,,26.0,176.0,,1941.0,402.0,0.0,3.0,,,,,76.0,79.0,,64.0,75.0,70.0,43.0,77.0,69.0,80.0,,74.0,,79.0,74.0,71.0,80.0,,84.0,74.0,67.0,71.0,,74.0,,,,79.0,,,43.0,37.0,29.0,,12.0,,,9.0,,,,,75.0,,78.0,77.0,74.0,,62.0,,62.0,58.0,,,,0.0,,1.0,,0.0,
76,80.0,,186.0,,1984.0,,1.0,,,2.0,93.0,58.0,65.0,74.0,78.0,73.0,61.0,59.0,,75.0,48.0,,36.0,42.0,,73.0,90.0,,75.0,75.0,,,,76.0,71.0,,,,,62.0,59.0,,,78.0,,12.0,,9.0,,,71.0,,71.0,71.0,71.0,,,,73.0,75.0,78.0,77.0,78.0,79.0,,,21.0,1.0,,0.0,0.0,0.0,1.0
76,,26.0,179.0,72.0,,378.0,0.0,2.0,,1.0,,,,,78.0,,,28.0,,,,,60.0,,,,,59.0,,72.0,,51.0,59.0,,69.0,,70.0,,,37.0,40.0,,79.0,78.0,79.0,13.0,8.0,10.0,,,59.0,61.0,,,,,62.0,,66.0,66.0,75.0,74.0,75.0,76.0,77.0,,19.0,,,,,,
76,76.0,29.0,,75.0,1907.0,,0.0,2.0,4.0,,82.0,72.0,72.0,,34.0,59.0,,,32.0,69.0,74.0,83.0,,,,80.0,85.0,80.0,85.0,,,80.0,53.0,,62.0,76.0,50.0,,74.0,,,,,,30.0,,,,12.0,,72.0,,,,75.0,76.0,,76.0,71.0,,60.0,,,,46.0,55.0,20.0,,,,0.0,,0.0
76,,29.0,,,1751.0,376.0,1.0,,,1.0,57.0,,,,74.0,84.0,,52.0,78.0,,,,33.0,,68.0,64.0,,,,,,57.0,,79.0,87.0,,83.0,,,,,,75.0,76.0,68.0,13.0,,,,9.0,,,57.0,,57.0,54.0,58.0,,,59.0,,74.0,,,,,,,0.0,,0.0,0.0,
76,,37.0,181.0,,1817.0,,1.0,,3.0,1.0,54.0,,,,,,57.0,87.0,84.0,,,66.0,60.0,,58.0,,55.0,,59.0,,,75.0,,,,68.0,72.0,,85.0,,,,39.0,35.0,33.0,7.0,14.0,6.0,7.0,14.0,76.0,,,,72.0,69.0,,,,,54.0,56.0,,53.0,55.0,53.0,19.0,,,0.0,0.0,,1.0
76,,28.0,,,2019.0,435.0,,,,,,69.0,74.0,,,,,,57.0,,,75.0,69.0,,76.0,,,,67.0,,68.0,,64.0,,,,,,74.0,78.0,,,,,74.0,13.0,,7.0,,6.0,,,,,74.0,,,76.0,76.0,,76.0,,76.0,75.0,74.0,,,0.0,0.0,1.0,,,1.0
76,,20.0,178.0,68.0,,,0.0,2.0,4.0,,,70.0,,80.0,50.0,,75.0,70.0,36.0,,58.0,80.0,,68.0,,,,,,,,,,,41.0,68.0,,48.0,,78.0,67.0,72.0,,56.0,46.0,9.0,,9.0,10.0,,,,,,75.0,,78.0,78.0,,,68.0,,,64.0,56.0,,19.0,0.0,0.0,1.0,0.0,0.0,
76,,22.0,,72.0,1965.0,424.0,1.0,,,1.0,73.0,,68.0,,61.0,70.0,54.0,,,,69.0,,,53.0,70.0,,,72.0,,76.0,,,,72.0,,,,70.0,,76.0,66.0,,,68.0,,15.0,,,,7.0,78.0,,,77.0,,74.0,78.0,76.0,77.0,,,,70.0,,67.0,,21.0,,0.0,1.0,1.0,0.0,
76,83.0,22.0,184.0,76.0,,,0.0,,,1.0,,,,,39.0,59.0,68.0,,,70.0,66.0,82.0,,56.0,66.0,,,,,77.0,,,,,,73.0,53.0,35.0,74.0,74.0,,,37.0,36.0,,5.0,9.0,6.0,,,,76.0,,75.0,75.0,76.0,,,,,,,61.0,,,58.0,,,0.0,1.0,0.0,,
76,,21.0,177.0,70.0,,,0.0,,4.0,,88.0,71.0,,80.0,,,,72.0,52.0,,,80.0,,,,80.0,89.0,88.0,85.0,70.0,92.0,,77.0,77.0,75.0,67.0,,59.0,73.0,,,74.0,60.0,66.0,46.0,6.0,,7.0,7.0,10.0,,,76.0,76.0,76.0,,78.0,,76.0,78.0,,,,,66.0,,17.0,0.0,,1.0,,0.0,
76,83.0,24.0,185.0,,1955.0,,1.0,,,1.0,85.0,77.0,,75.0,,80.0,,80.0,65.0,67.0,,78.0,70.0,,63.0,,85.0,,,76.0,76.0,,61.0,,,,,,79.0,,,63.0,26.0,48.0,28.0,6.0,,13.0,11.0,,,76.0,75.0,,75.0,76.0,75.0,,70.0,77.0,,,,,,,18.0,,0.0,,0.0,,1.0
76,87.0,21.0,171.0,,,,,,4.0,1.0,85.0,72.0,71.0,,52.0,62.0,,71.0,39.0,74.0,73.0,82.0,83.0,65.0,,79.0,,81.0,,72.0,93.0,75.0,,74.0,,72.0,,58.0,,72.0,77.0,,47.0,57.0,53.0,,,9.0,,10.0,,76.0,75.0,75.0,,76.0,78.0,77.0,74.0,77.0,,67.0,69.0,66.0,59.0,66.0,,1.0,,,,1.0,
76,81.0,,,70.0,1925.0,414.0,,,,,79.0,,68.0,75.0,,72.0,72.0,,55.0,73.0,44.0,76.0,,40.0,,,81.0,78.0,76.0,,,,,83.0,,43.0,,,65.0,63.0,,,74.0,75.0,76.0,,14.0,11.0,,11.0,,69.0,67.0,,67.0,69.0,,74.0,72.0,74.0,,75.0,,,73.0,,,,0.0,0.0,1.0,0.0,
76,,23.0,,,,386.0,1.0,3.0,,1.0,,,69.0,,,52.0,,,42.0,74.0,56.0,79.0,60.0,,,79.0,,87.0,77.0,,,68.0,45.0,,52.0,,50.0,,75.0,72.0,69.0,,32.0,35.0,39.0,12.0,,,5.0,14.0,,76.0,74.0,74.0,74.0,,,,69.0,,,,60.0,57.0,47.0,,19.0,,0.0,,0.0,,
76,85.0,,,,1862.0,404.0,,,4.0,1.0,80.0,71.0,74.0,,,,72.0,,38.0,,46.0,,,72.0,71.0,74.0,82.0,,,,82.0,75.0,,66.0,64.0,71.0,,,,73.0,,78.0,50.0,,35.0,12.0,,9.0,13.0,,72.0,,,74.0,74.0,76.0,77.0,77.0,,77.0,63.0,60.0,63.0,59.0,,59.0,19.0,,,,,,0.0
76,,,,,1840.0,,0.0,,3.0,,,,,71.0,,,77.0,,65.0,,,,,35.0,,71.0,,,,,,65.0,,,,,,,68.0,51.0,48.0,,,76.0,,8.0,11.0,,6.0,12.0,,68.0,66.0,66.0,66.0,68.0,67.0,,67.0,,,,,,73.0,76.0,18.0,1.0,0.0,0.0,,,1.0
76,,,193.0,78.0,1729.0,384.0,1.0,,2.0,,,,,63.0,,,,50.0,,76.0,,,,30.0,71.0,,,55.0,,76.0,,,58.0,,,46.0,82.0,,52.0,70.0,32.0,,,,75.0,7.0,,,,8.0,,60.0,62.0,62.0,,60.0,,,,65.0,,,72.0,,,73.0,19.0,,0.0,,,,1.0
76,88.0,21.0,183.0,,,,,,,,,,71.0,81.0,41.0,66.0,69.0,,62.0,74.0,,83.0,,,70.0,82.0,,81.0,84.0,,,,,67.0,68.0,,,,,72.0,,,,39.0,,,,8.0,,8.0,,76.0,,,75.0,76.0,,77.0,72.0,77.0,62.0,,,59.0,,,,0.0,,,0.0,0.0,
76,86.0,,175.0,72.0,,,,3.0,4.0,1.0,,,72.0,79.0,,,,75.0,,,,81.0,66.0,,,,,83.0,,68.0,75.0,74.0,65.0,71.0,56.0,69.0,,41.0,66.0,,,,42.0,38.0,27.0,,11.0,5.0,,11.0,,76.0,74.0,,,76.0,77.0,,71.0,77.0,,59.0,,,,,,,,,,0.0,1.0
76,82.0,,176.0,,,422.0,1.0,,,1.0,,49.0,68.0,,70.0,70.0,,,,,,76.0,74.0,,62.0,73.0,88.0,92.0,76.0,78.0,,,74.0,,,54.0,,69.0,65.0,64.0,46.0,72.0,69.0,74.0,72.0,10.0,15.0,,,,,,,68.0,,,71.0,,,74.0,76.0,,,76.0,72.0,76.0,,1.0,,,,0.0,1.0
76,83.0,23.0,180.0,71.0,1768.0,382.0,0.0,2.0,2.0,1.0,76.0,,64.0,,,,,44.0,,72.0,46.0,54.0,60.0,32.0,,66.0,,77.0,69.0,,67.0,47.0,,,,53.0,,72.0,,52.0,35.0,59.0,76.0,73.0,,,,,,14.0,,,58.0,58.0,,,,,,65.0,,71.0,75.0,,72.0,76.0,,,,0.0,,0.0,
76,,,183.0,83.0,1751.0,,,,,,,43.0,55.0,60.0,,77.0,,,,,,,,,,,,,,78.0,69.0,,,,,25.0,,,30.0,46.0,67.0,,,78.0,,9.0,,12.0,,8.0,,,,,,,58.0,,64.0,,,,,74.0,,74.0,,,0.0,,0.0,,
76,78.0,,183.0,77.0,,429.0,1.0,3.0,,1.0,,,,,,,68.0,,,76.0,,,69.0,73.0,76.0,73.0,,67.0,,76.0,78.0,70.0,,82.0,75.0,70.0,77.0,74.0,,74.0,61.0,78.0,,,,5.0,5.0,14.0,6.0,11.0,,70.0,70.0,70.0,70.0,70.0,,,76.0,74.0,,77.0,75.0,,75.0,75.0,17.0,,,,1.0,,0.0
76,76.0,,183.0,82.0,1859.0,,,,3.0,,,,63.0,,,,65.0,79.0,80.0,66.0,,,,,58.0,69.0,77.0,,,76.0,,,,84.0,81.0,67.0,70.0,,,,78.0,72.0,,15.0,,,6.0,,12.0,,76.0,71.0,,,,71.0,,73.0,,,54.0,,,,,,,,,,0.0,1.0,
76,,,,,,,1.0,4.0,,1.0,75.0,79.0,,69.0,38.0,72.0,58.0,81.0,79.0,,,,,,60.0,,74.0,,,,79.0,,,,,72.0,65.0,,82.0,68.0,,78.0,43.0,30.0,25.0,,10.0,,,,,71.0,,,,71.0,73.0,72.0,,72.0,57.0,,,55.0,,55.0,,1.0,,0.0,0.0,0.0,1.0
76,,25.0,,71.0,1790.0,,0.0,2.0,,,,,56.0,64.0,,,,,59.0,64.0,,,47.0,29.0,,,92.0,,,71.0,69.0,56.0,91.0,80.0,,29.0,,77.0,,,42.0,65.0,78.0,,71.0,13.0,9.0,,9.0,,,,,,,,,,62.0,66.0,75.0,,,,74.0,,19.0,1.0,,0.0,1.0,,0.0
76,,22.0,,89.0,,338.0,,,2.0,,50.0,28.0,53.0,51.0,,79.0,29.0,,73.0,,28.0,45.0,33.0,25.0,,,,50.0,,73.0,,,,62.0,,,80.0,77.0,,50.0,38.0,,,,,10.0,7.0,9.0,,,,46.0,,,,46.0,52.0,52.0,61.0,,65.0,,65.0,68.0,,,,0.0,0.0,,0.0,,
76,,,,,,392.0,,,,,,,55.0,70.0,30.0,82.0,,77.0,72.0,72.0,63.0,66.0,,,,75.0,79.0,85.0,,73.0,84.0,77.0,,,91.0,,,,,,66.0,,,23.0,,,11.0,,,13.0,78.0,69.0,72.0,,72.0,69.0,,70.0,,70.0,,,,51.0,,51.0,,,0.0,1.0,0.0,1.0,0.0
76,85.0,22.0,,78.0,,454.0,0.0,4.0,,1.0,,77.0,,76.0,,,72.0,,,77.0,,75.0,64.0,62.0,71.0,78.0,,77.0,,79.0,,79.0,74.0,84.0,78.0,78.0,75.0,72.0,,,,71.0,73.0,,,6.0,10.0,15.0,,6.0,80.0,76.0,77.0,77.0,,76.0,,78.0,78.0,,78.0,77.0,,78.0,,78.0,19.0,,0.0,,0.0,0.0,1.0
76,84.0,23.0,,86.0,1972.0,426.0,,3.0,2.0,1.0,67.0,,67.0,68.0,,84.0,,,84.0,,51.0,67.0,,,73.0,,,,57.0,73.0,,,66.0,,,68.0,,,,,,,73.0,74.0,,,5.0,6.0,14.0,,73.0,67.0,,,69.0,67.0,,70.0,,,73.0,77.0,,,78.0,74.0,,,0.0,0.0,1.0,0.0,0.0
76,85.0,21.0,,,,,1.0,2.0,,,79.0,,,74.0,,,78.0,55.0,80.0,74.0,,78.0,,40.0,,72.0,78.0,,,,60.0,72.0,,,76.0,,64.0,68.0,66.0,,46.0,,69.0,74.0,,,6.0,7.0,13.0,7.0,71.0,71.0,69.0,,69.0,,,,70.0,,,72.0,,76.0,,,18.0,0.0,0.0,,0.0,1.0,0.0
76,82.0,22.0,175.0,,2012.0,433.0,1.0,,3.0,,,,71.0,,,72.0,64.0,,71.0,77.0,,,73.0,58.0,,,,74.0,,,,,,83.0,,,,70.0,,,54.0,77.0,71.0,74.0,69.0,,,7.0,13.0,8.0,,,,74.0,74.0,74.0,,77.0,,,,,,,,,18.0,,,,1.0,0.0,0.0
76,82.0,,192.0,,1832.0,399.0,,3.0,,1.0,73.0,,,,76.0,,,,76.0,68.0,30.0,,53.0,34.0,,65.0,69.0,,59.0,,,,,80.0,,40.0,79.0,75.0,62.0,53.0,47.0,,,77.0,76.0,10.0,,9.0,,12.0,,,60.0,,60.0,,,66.0,67.0,66.0,74.0,75.0,,,,,20.0,0.0,0.0,,1.0,0.0,
76,77.0,27.0,190.0,,1832.0,401.0,,3.0,,2.0,,,61.0,73.0,41.0,79.0,,78.0,70.0,,73.0,73.0,65.0,,,,,75.0,66.0,,,83.0,52.0,,83.0,,,41.0,77.0,65.0,71.0,80.0,44.0,,,,,13.0,,6.0,,,74.0,74.0,74.0,,,72.0,,72.0,,,,,56.0,56.0,,1.0,,0.0,0.0,,
76,,,,61.0,1984.0,,1.0,4.0,3.0,1.0,75.0,69.0,,79.0,69.0,56.0,64.0,,,77.0,52.0,80.0,64.0,,,73.0,,79.0,86.0,,88.0,,,80.0,,,,74.0,74.0,75.0,68.0,73.0,,,,14.0,,,,5.0,70.0,75.0,,74.0,,75.0,76.0,,76.0,76.0,76.0,74.0,,74.0,67.0,74.0,20.0,1.0,,,,0.0,
76,,21.0,182.0,77.0,1903.0,418.0,,4.0,,,85.0,,,,48.0,73.0,,65.0,,75.0,48.0,80.0,,50.0,,,,85.0,82.0,74.0,,,,,72.0,65.0,60.0,,,,,,,46.0,45.0,12.0,,,,,72.0,75.0,,,74.0,,76.0,77.0,,77.0,67.0,,67.0,,58.0,,,,0.0,0.0,0.0,0.0,
76,,,185.0,84.0,1656.0,,,2.0,,1.0,,,50.0,,77.0,,,,67.0,67.0,,,,25.0,52.0,63.0,,,66.0,,,44.0,70.0,76.0,87.0,,84.0,76.0,,56.0,,65.0,,80.0,77.0,7.0,,9.0,15.0,,53.0,51.0,52.0,,,51.0,57.0,56.0,61.0,56.0,,73.0,68.0,71.0,,,,0.0,,,,0.0,
76,,,,64.0,1900.0,394.0,0.0,,,,75.0,,75.0,82.0,,,75.0,,,77.0,69.0,,,75.0,68.0,80.0,79.0,71.0,,,90.0,70.0,,73.0,,,67.0,,,75.0,64.0,76.0,36.0,,,7.0,,7.0,9.0,12.0,,76.0,,76.0,,,,76.0,73.0,,,,,57.0,47.0,57.0,18.0,,,0.0,0.0,,
76,76.0,31.0,191.0,,1623.0,359.0,1.0,3.0,2.0,1.0,64.0,,,,77.0,77.0,,28.0,,,23.0,,38.0,,,66.0,66.0,62.0,,76.0,,,,63.0,84.0,,79.0,77.0,32.0,,,,76.0,77.0,,15.0,14.0,,,,,51.0,,52.0,,,55.0,,60.0,56.0,,,68.0,,,,20.0,,1.0,,,,
76,78.0,26.0,,,,,,,2.0,1.0,,,,48.0,,,57.0,,76.0,,,,44.0,,65.0,,,,,,52.0,42.0,,66.0,83.0,26.0,,72.0,,,,,75.0,77.0,74.0,,11.0,,13.0,8.0,51.0,,,,,,,,61.0,56.0,,,,,78.0,73.0,,,,1.0,0.0,,1.0
76,77.0,28.0,,,,413.0,1.0,2.0,,,76.0,,,80.0,37.0,,21.0,,,,7.0,,,19.0,39.0,29.0,,,,,38.0,,,,74.0,,,17.0,,,,,,11.0,,76.0,77.0,72.0,,,,29.0,,,,,35.0,,,34.0,31.0,,31.0,29.0,31.0,29.0,,0.0,0.0,,,0.0,
76,,22.0,,,1924.0,,,3.0,3.0,,,,,74.0,,65.0,78.0,49.0,72.0,76.0,,76.0,60.0,65.0,,,,,73.0,,,75.0,73.0,,61.0,,67.0,,,,,62.0,67.0,,76.0,,,12.0,,6.0,70.0,,,,,,,,,73.0,,72.0,76.0,76.0,73.0,76.0,,0.0,0.0,1.0,,0.0,
76,,24.0,187.0,,,441.0,1.0,,,,,,,,72.0,78.0,,68.0,66.0,75.0,55.0,,,47.0,72.0,,,87.0,,75.0,64.0,71.0,,91.0,72.0,65.0,,,68.0,74.0,,73.0,,,71.0,,,,5.0,,73.0,73.0,,73.0,,73.0,75.0,77.0,77.0,,,77.0,,77.0,,,19.0,1.0,,,1.0,0.0,0.0
76,83.0,,,70.0,,389.0,,,2.0,1.0,,39.0,60.0,70.0,,68.0,,,53.0,63.0,,,,39.0,53.0,70.0,78.0,76.0,78.0,,75.0,,57.0,,63.0,,,,,59.0,45.0,,,79.0,,,12.0,14.0,,,,,,61.0,,,65.0,,66.0,68.0,76.0,,76.0,76.0,,,,,0.0,0.0,,0.0,0.0
76,,,181.0,70.0,,405.0,,3.0,,1.0,,43.0,65.0,,75.0,,,37.0,,,,72.0,,,61.0,,,71.0,73.0,73.0,78.0,,67.0,83.0,,51.0,,,64.0,68.0,40.0,,77.0,,77.0,,7.0,,,,,66.0,64.0,64.0,,,68.0,70.0,71.0,70.0,76.0,75.0,76.0,76.0,76.0,76.0,18.0,0.0,,1.0,,0.0,1.0
76,76.0,30.0,,75.0,1844.0,398.0,,,4.0,,79.0,74.0,,79.0,,,75.0,71.0,,,,,82.0,,,80.0,,80.0,75.0,,79.0,,,,,75.0,67.0,29.0,69.0,71.0,67.0,,,24.0,21.0,,,8.0,12.0,,73.0,75.0,74.0,,,75.0,,76.0,70.0,,,,57.0,,,52.0,,,,,0.0,1.0,0.0
76,85.0,21.0,,,1932.0,,,,4.0,,84.0,,71.0,,48.0,,63.0,,,73.0,48.0,82.0,66.0,82.0,70.0,,90.0,79.0,,,87.0,,72.0,,56.0,,,45.0,,76.0,47.0,,,,40.0,,,,11.0,7.0,,76.0,75.0,75.0,75.0,76.0,78.0,77.0,73.0,77.0,65.0,63.0,65.0,62.0,,,17.0,1.0,0.0,,0.0,,0.0
76,82.0,,171.0,,,,,3.0,4.0,,84.0,66.0,,79.0,68.0,,75.0,62.0,58.0,,65.0,,,74.0,72.0,,83.0,84.0,90.0,72.0,,68.0,43.0,,35.0,69.0,77.0,71.0,72.0,75.0,,71.0,69.0,,,,14.0,,13.0,,,,,74.0,,,,,,78.0,77.0,74.0,,76.0,,,,,0.0,0.0,,,
76,82.0,23.0,,82.0,,,1.0,3.0,3.0,,66.0,,70.0,,,80.0,58.0,77.0,,,64.0,73.0,64.0,65.0,,78.0,,66.0,70.0,,69.0,,72.0,,86.0,68.0,67.0,,76.0,,76.0,73.0,,,22.0,,10.0,,11.0,,78.0,72.0,,75.0,,,,74.0,72.0,,,,,54.0,,,,,0.0,,0.0,,1.0
76,82.0,23.0,,79.0,1841.0,,0.0,3.0,2.0,1.0,,,,70.0,73.0,79.0,58.0,37.0,63.0,,45.0,71.0,46.0,35.0,,74.0,62.0,,,,,75.0,73.0,,,,,,,65.0,42.0,,,,74.0,,12.0,,14.0,,65.0,64.0,65.0,65.0,65.0,64.0,,,,69.0,,,74.0,,,,21.0,,,,1.0,0.0,
