Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
72,73.0,26.0,,72.0,1862.0,,,,,1.0,80.0,66.0,69.0,73.0,46.0,62.0,62.0,,57.0,73.0,,75.0,,62.0,,,78.0,81.0,,,71.0,,69.0,71.0,,,55.0,60.0,,71.0,,65.0,,,,15.0,,,,10.0,70.0,,71.0,71.0,,71.0,,,,,,62.0,64.0,,,,,,0.0,0.0,,,0.0
72,74.0,,,,,396.0,1.0,,1.0,,72.0,,,,,71.0,14.0,9.0,13.0,23.0,,13.0,11.0,10.0,,14.0,36.0,,38.0,63.0,23.0,57.0,,19.0,,8.0,25.0,14.0,4.0,,17.0,36.0,7.0,12.0,,,,,,,,21.0,,23.0,23.0,21.0,25.0,,25.0,24.0,23.0,25.0,23.0,22.0,24.0,22.0,,0.0,0.0,,,0.0,
72,73.0,,178.0,68.0,,,,,,1.0,,,72.0,,,77.0,,,66.0,75.0,55.0,71.0,77.0,,,72.0,76.0,,74.0,,72.0,,84.0,90.0,70.0,,,67.0,,,,73.0,,,,12.0,7.0,,,7.0,,71.0,,71.0,,,,73.0,73.0,,,,73.0,,,,18.0,0.0,0.0,1.0,,0.0,1.0
72,,,,,2033.0,423.0,,4.0,3.0,1.0,,,,73.0,,,60.0,,,,,,,66.0,,,,,84.0,,74.0,,85.0,79.0,,62.0,,67.0,,65.0,69.0,,,,,10.0,12.0,13.0,12.0,,70.0,,69.0,,,68.0,,,,,,73.0,,,,72.0,,,0.0,0.0,,0.0,0.0
72,72.0,,,83.0,1310.0,412.0,,,1.0,,,,,71.0,,,18.0,,11.0,44.0,9.0,21.0,14.0,19.0,53.0,32.0,49.0,,,,37.0,,,35.0,60.0,14.0,23.0,23.0,10.0,,55.0,,25.0,,,,,,,,,32.0,35.0,35.0,35.0,,,37.0,41.0,37.0,34.0,,34.0,33.0,33.0,33.0,,0.0,0.0,,0.0,,
72,,,,,,,,,3.0,,71.0,,66.0,69.0,68.0,75.0,72.0,51.0,,,64.0,,,,,,66.0,,69.0,,,,,,,50.0,,,,,,72.0,,71.0,68.0,9.0,,,,16.0,,,65.0,65.0,,,,71.0,70.0,71.0,72.0,,,,,72.0,,,,0.0,,,0.0
72,79.0,,,62.0,,,1.0,,3.0,,75.0,,67.0,,,,,,,,,74.0,,54.0,64.0,72.0,,74.0,88.0,,,70.0,65.0,,33.0,,39.0,62.0,65.0,63.0,,55.0,,,68.0,10.0,,,12.0,15.0,,71.0,,,70.0,71.0,72.0,,70.0,73.0,72.0,67.0,,72.0,,,,,,0.0,0.0,,0.0
72,,,,69.0,1789.0,385.0,0.0,,3.0,1.0,,44.0,61.0,71.0,68.0,62.0,,35.0,54.0,66.0,,71.0,43.0,57.0,57.0,69.0,,83.0,,,77.0,,75.0,,53.0,,59.0,66.0,,50.0,,,,72.0,,,9.0,,,,59.0,64.0,,,61.0,,,,65.0,,72.0,,72.0,,67.0,,18.0,0.0,,,0.0,0.0,1.0
72,,,,,,339.0,,4.0,2.0,1.0,,29.0,,57.0,,72.0,34.0,23.0,67.0,70.0,34.0,53.0,,,,,54.0,,47.0,,,43.0,66.0,,,24.0,65.0,,23.0,31.0,40.0,,,,,,,,11.0,8.0,,48.0,48.0,48.0,48.0,48.0,52.0,,58.0,,67.0,,67.0,,,69.0,19.0,0.0,0.0,,0.0,0.0,
72,,25.0,173.0,66.0,,,,,,1.0,77.0,,,,,,,,,,53.0,80.0,,,,,,74.0,88.0,,,69.0,31.0,45.0,,,,21.0,66.0,,,,24.0,20.0,22.0,6.0,6.0,7.0,8.0,9.0,66.0,,70.0,,,,,,65.0,,52.0,48.0,,,36.0,,,0.0,0.0,,0.0,0.0,
72,,,191.0,,1698.0,,,2.0,,1.0,,,62.0,61.0,45.0,,,,,,,62.0,46.0,,,70.0,46.0,,32.0,,,,,,91.0,,,,79.0,71.0,64.0,,,,38.0,7.0,,,9.0,12.0,,,,69.0,,,,68.0,66.0,68.0,,59.0,57.0,,59.0,56.0,19.0,,,0.0,,0.0,0.0
72,,,172.0,,,382.0,0.0,4.0,3.0,,81.0,,70.0,73.0,,55.0,,70.0,,72.0,56.0,72.0,,,,73.0,,81.0,83.0,,,70.0,47.0,,58.0,,,,,,,64.0,43.0,,,14.0,,,,,70.0,72.0,72.0,72.0,,,,,,,58.0,,58.0,,,,19.0,,0.0,0.0,0.0,0.0,1.0
72,,,,88.0,,,1.0,,1.0,2.0,72.0,,67.0,,37.0,,18.0,,16.0,29.0,16.0,17.0,10.0,14.0,31.0,25.0,,,34.0,,45.0,50.0,59.0,,,18.0,34.0,,13.0,49.0,13.0,45.0,,11.0,13.0,,,,,,31.0,,29.0,29.0,29.0,27.0,32.0,30.0,32.0,,27.0,,27.0,,29.0,26.0,,0.0,0.0,,0.0,,
72,,,,68.0,,,0.0,2.0,3.0,1.0,75.0,,,74.0,51.0,,,,38.0,,49.0,,68.0,,,71.0,,73.0,,71.0,,73.0,,,51.0,,52.0,,,,67.0,65.0,46.0,,43.0,,6.0,11.0,14.0,,,,,70.0,70.0,,,,71.0,,66.0,,,,,64.0,,,0.0,0.0,0.0,,
72,,,168.0,61.0,1739.0,,0.0,3.0,,1.0,,63.0,,,,59.0,,59.0,42.0,,,,59.0,55.0,,,,,,62.0,78.0,68.0,43.0,,54.0,,,31.0,,,,62.0,,,,,9.0,9.0,,,,71.0,,69.0,69.0,71.0,71.0,,65.0,,60.0,53.0,60.0,,46.0,,,,,0.0,0.0,0.0,
72,,,178.0,73.0,,,,,,2.0,,65.0,,,65.0,,,,71.0,79.0,65.0,70.0,55.0,54.0,,73.0,,62.0,,,70.0,74.0,,,66.0,,,70.0,,71.0,,,,,54.0,,,,12.0,6.0,,69.0,70.0,70.0,70.0,,72.0,72.0,,72.0,,72.0,71.0,,,,19.0,,,0.0,,0.0,0.0
72,72.0,,182.0,,,,,3.0,,1.0,,,60.0,69.0,28.0,,,73.0,70.0,,68.0,68.0,,,54.0,72.0,,77.0,73.0,,64.0,,,,,66.0,,26.0,,56.0,65.0,58.0,21.0,22.0,24.0,,9.0,,,,72.0,,,,,,69.0,,62.0,70.0,,50.0,,,,,17.0,,0.0,0.0,0.0,0.0,
72,75.0,,,,1915.0,409.0,,,3.0,,,,71.0,,,58.0,,,40.0,,69.0,,77.0,,,,81.0,83.0,89.0,,,,,67.0,,,,,,69.0,,,58.0,56.0,,5.0,6.0,5.0,,,,,70.0,70.0,,,,,,,,66.0,67.0,,58.0,,17.0,,0.0,0.0,0.0,,0.0
72,78.0,24.0,178.0,68.0,,,1.0,4.0,,1.0,,65.0,66.0,,,77.0,59.0,,,,,,,,70.0,,,,,71.0,66.0,,82.0,84.0,71.0,59.0,,69.0,71.0,64.0,,72.0,,,,,12.0,9.0,5.0,,,,71.0,,,69.0,,73.0,74.0,73.0,,,72.0,,74.0,,,,0.0,0.0,,0.0,0.0
72,72.0,29.0,,68.0,1828.0,388.0,1.0,3.0,,1.0,,72.0,,,,,,74.0,,73.0,,70.0,,,68.0,,,,81.0,,,73.0,,72.0,,71.0,44.0,,,,60.0,63.0,,40.0,35.0,,,7.0,,,,,72.0,,,72.0,72.0,,69.0,72.0,60.0,58.0,60.0,58.0,52.0,,,,,0.0,0.0,0.0,1.0
72,,,,74.0,1537.0,,,,2.0,,,29.0,,43.0,71.0,81.0,32.0,26.0,,,,34.0,52.0,,60.0,50.0,38.0,,,,,36.0,,69.0,,,,71.0,33.0,48.0,,,,71.0,,15.0,,,7.0,15.0,48.0,42.0,43.0,,43.0,42.0,48.0,,56.0,48.0,61.0,,61.0,,,64.0,20.0,0.0,,0.0,,,0.0
72,,21.0,,70.0,,,1.0,2.0,,1.0,,52.0,64.0,71.0,,75.0,46.0,,,,35.0,,54.0,,,,80.0,79.0,73.0,,,,,,,,80.0,,,68.0,39.0,68.0,69.0,,,,12.0,10.0,,,,66.0,,,,,70.0,,71.0,,,73.0,,,,,,0.0,0.0,,0.0,,
72,82.0,,,80.0,,,,,,1.0,,,72.0,,,70.0,,59.0,,75.0,,,,,,,,,74.0,,,,,,,67.0,,68.0,,,64.0,,,70.0,67.0,,7.0,,5.0,12.0,66.0,67.0,,,66.0,,,70.0,,70.0,,73.0,,,70.0,,17.0,,0.0,0.0,,0.0,0.0
72,,28.0,,77.0,,,,,3.0,,,,,,67.0,77.0,62.0,42.0,,69.0,,,,,58.0,,,81.0,83.0,,69.0,55.0,59.0,,76.0,,64.0,65.0,,42.0,35.0,66.0,,,,8.0,,,,13.0,61.0,61.0,59.0,59.0,,,,,63.0,66.0,,69.0,,,70.0,,,,0.0,0.0,0.0,0.0,1.0
72,72.0,26.0,,65.0,,,,3.0,,1.0,,69.0,,75.0,,,,,36.0,66.0,73.0,,,,63.0,,75.0,,,66.0,87.0,,,,50.0,,42.0,39.0,,,,,,44.0,42.0,,7.0,9.0,,,67.0,,69.0,,,,72.0,72.0,,,61.0,,61.0,,,57.0,,0.0,,,,,0.0
72,,,,,1675.0,357.0,,2.0,,1.0,,,,63.0,,71.0,,19.0,71.0,58.0,49.0,60.0,,30.0,,65.0,,,63.0,72.0,67.0,59.0,68.0,,,,77.0,,,32.0,27.0,68.0,,,73.0,,11.0,12.0,,,53.0,53.0,51.0,51.0,51.0,,,,,57.0,,69.0,70.0,71.0,,,18.0,0.0,,0.0,,0.0,0.0
72,77.0,,170.0,68.0,,400.0,0.0,,2.0,1.0,72.0,49.0,,,,,,,,,,,66.0,,,,71.0,73.0,76.0,,,,71.0,,,49.0,71.0,70.0,,,,72.0,69.0,72.0,68.0,,,,,9.0,,,,63.0,63.0,,,,70.0,70.0,,,73.0,,,,,,0.0,0.0,,0.0,0.0
72,,23.0,,81.0,1187.0,408.0,1.0,,1.0,,72.0,71.0,,,45.0,,13.0,12.0,10.0,,16.0,18.0,18.0,11.0,43.0,26.0,,46.0,,57.0,40.0,,62.0,29.0,,14.0,24.0,,11.0,52.0,,,15.0,12.0,13.0,,,,,,,28.0,30.0,,30.0,28.0,35.0,,35.0,33.0,28.0,32.0,28.0,27.0,28.0,27.0,73.0,0.0,0.0,,0.0,,1.0
72,72.0,34.0,185.0,79.0,,398.0,,,,2.0,66.0,,61.0,67.0,55.0,,63.0,,,,,66.0,59.0,36.0,44.0,,,,60.0,,60.0,75.0,91.0,70.0,,,,,77.0,,75.0,66.0,44.0,,,11.0,5.0,12.0,7.0,12.0,,68.0,,,,68.0,69.0,69.0,,,,,,,66.0,,18.0,,,0.0,0.0,0.0,1.0
72,,,,78.0,1898.0,417.0,1.0,2.0,2.0,1.0,,58.0,63.0,,,76.0,,59.0,,,41.0,,,,67.0,,83.0,,59.0,,,,63.0,,,,74.0,,60.0,62.0,,70.0,75.0,,,,16.0,12.0,15.0,10.0,,,65.0,,,,,68.0,67.0,,72.0,,72.0,,,,21.0,,0.0,0.0,0.0,0.0,
72,,,193.0,,1038.0,389.0,,3.0,1.0,,73.0,,69.0,72.0,,73.0,,8.0,16.0,,,11.0,,13.0,,19.0,31.0,33.0,,,22.0,52.0,31.0,,,7.0,22.0,12.0,8.0,40.0,15.0,55.0,17.0,13.0,12.0,,,,,,27.0,23.0,25.0,25.0,,23.0,28.0,27.0,,,25.0,28.0,25.0,25.0,25.0,,,0.0,,,0.0,0.0,
72,81.0,23.0,,70.0,,,0.0,,2.0,1.0,,,,72.0,66.0,,75.0,,,75.0,,,,65.0,59.0,,79.0,,,,84.0,,78.0,,,55.0,,65.0,,,46.0,70.0,,,70.0,8.0,13.0,,,14.0,66.0,,66.0,66.0,,68.0,69.0,,69.0,,,69.0,,,70.0,72.0,,,0.0,0.0,0.0,,
72,,26.0,166.0,60.0,,,1.0,2.0,,,,54.0,67.0,,,58.0,,49.0,55.0,75.0,,,55.0,,,72.0,70.0,,90.0,74.0,,,82.0,,32.0,,,73.0,65.0,69.0,,,,,75.0,,12.0,,13.0,7.0,,,,66.0,66.0,,71.0,,74.0,,,,,,,,,,,0.0,,,0.0
72,72.0,,169.0,64.0,,,0.0,,,1.0,,77.0,62.0,73.0,,51.0,,,61.0,63.0,59.0,77.0,,,,71.0,,,72.0,55.0,,,,54.0,51.0,71.0,47.0,29.0,,,,,,45.0,34.0,,,5.0,,,72.0,,72.0,,,,,71.0,63.0,,,52.0,57.0,55.0,,,17.0,,,0.0,,,0.0
72,,27.0,194.0,,1613.0,352.0,,,2.0,1.0,55.0,40.0,51.0,,74.0,79.0,39.0,33.0,,64.0,,45.0,36.0,,58.0,,48.0,,,70.0,,64.0,,78.0,,,,,,,40.0,,,,,,9.0,9.0,,6.0,55.0,49.0,,51.0,51.0,49.0,53.0,,60.0,,67.0,,,,,,19.0,0.0,,0.0,,,0.0
72,,23.0,,71.0,1841.0,388.0,0.0,3.0,,1.0,76.0,68.0,67.0,,,65.0,63.0,,57.0,,,,,,,,,,77.0,,,69.0,,,,,54.0,38.0,,,,70.0,,39.0,,,,13.0,6.0,8.0,71.0,72.0,,,,,,73.0,69.0,73.0,59.0,57.0,,56.0,,,18.0,0.0,0.0,,0.0,0.0,
72,72.0,,185.0,72.0,,388.0,,,3.0,1.0,65.0,,,,,,,,69.0,,69.0,,69.0,59.0,64.0,70.0,64.0,,61.0,,,,,66.0,75.0,67.0,,,,69.0,75.0,,45.0,,,,12.0,13.0,11.0,10.0,72.0,70.0,,71.0,,70.0,,,69.0,,59.0,,,,56.0,,,0.0,0.0,1.0,0.0,,0.0
72,,,187.0,,1142.0,,1.0,,1.0,1.0,,,67.0,,,71.0,10.0,10.0,17.0,,10.0,10.0,12.0,10.0,36.0,,54.0,43.0,35.0,69.0,,50.0,,20.0,,10.0,24.0,21.0,10.0,,16.0,35.0,15.0,,10.0,,,,,,,27.0,29.0,,29.0,27.0,,,34.0,31.0,27.0,31.0,27.0,,,27.0,,0.0,,,0.0,0.0,
72,83.0,,176.0,69.0,,406.0,1.0,3.0,2.0,,,,,72.0,,63.0,,57.0,,,75.0,,,,78.0,,,,73.0,,76.0,72.0,,78.0,,,58.0,65.0,,,57.0,,,,,,,,,6.0,,67.0,,,,67.0,,70.0,73.0,,,,,,69.0,71.0,18.0,0.0,,,,,0.0
72,72.0,,186.0,78.0,,377.0,1.0,4.0,3.0,1.0,,,,70.0,37.0,,,76.0,,64.0,,,,62.0,50.0,72.0,63.0,65.0,69.0,,54.0,70.0,,,84.0,,49.0,44.0,,62.0,,73.0,41.0,22.0,19.0,9.0,10.0,9.0,9.0,6.0,,,,70.0,70.0,,,,,69.0,54.0,,54.0,51.0,,51.0,17.0,,0.0,0.0,,0.0,
72,,24.0,,78.0,1663.0,362.0,,,,1.0,,,,59.0,,73.0,32.0,33.0,76.0,68.0,27.0,,,38.0,,60.0,,76.0,,,,63.0,,,,,,,,,,62.0,,,71.0,,,,,,56.0,,51.0,,51.0,,,,57.0,,,,65.0,,74.0,,20.0,0.0,0.0,1.0,0.0,0.0,
72,72.0,,,82.0,1759.0,360.0,,,3.0,1.0,55.0,,60.0,70.0,36.0,64.0,,75.0,64.0,,,70.0,,,,74.0,59.0,52.0,63.0,,54.0,79.0,,39.0,,74.0,,,75.0,54.0,,,15.0,,45.0,9.0,,,12.0,,72.0,67.0,,,70.0,67.0,,,,,,,,,52.0,,21.0,0.0,,,0.0,0.0,1.0
72,,27.0,,62.0,,377.0,,,,,,,,76.0,25.0,,65.0,,,,,77.0,75.0,68.0,,74.0,88.0,,86.0,64.0,,,72.0,,,,54.0,20.0,,67.0,,,23.0,,23.0,,6.0,10.0,11.0,13.0,,,,71.0,71.0,,72.0,72.0,,,55.0,,,51.0,41.0,51.0,18.0,,,0.0,0.0,0.0,1.0
72,,30.0,187.0,81.0,1984.0,429.0,1.0,4.0,,,77.0,73.0,,71.0,,,,,,,,72.0,,,,72.0,74.0,,66.0,,,78.0,68.0,81.0,,,70.0,59.0,71.0,,66.0,,,,54.0,,7.0,,9.0,10.0,,,,72.0,72.0,,,,72.0,72.0,,69.0,69.0,,67.0,,,,0.0,0.0,,0.0,0.0
72,,,188.0,,1869.0,412.0,0.0,,,,,,,,,71.0,,,68.0,70.0,42.0,62.0,,,,,81.0,,66.0,72.0,,68.0,68.0,,74.0,60.0,,,53.0,61.0,47.0,70.0,,,,13.0,,10.0,10.0,,,65.0,64.0,64.0,,,,69.0,69.0,,,74.0,,74.0,,,,0.0,0.0,,0.0,0.0,
72,,,,67.0,1816.0,,,,3.0,,,,65.0,76.0,,69.0,,73.0,,,,,,,,76.0,90.0,92.0,,,,,,,69.0,62.0,,,76.0,,60.0,71.0,22.0,26.0,22.0,,,,11.0,,,,,74.0,74.0,,75.0,,,75.0,,52.0,56.0,52.0,,52.0,18.0,,,0.0,0.0,,
72,74.0,29.0,,,,,1.0,,1.0,,,71.0,,74.0,,73.0,18.0,11.0,15.0,39.0,10.0,12.0,11.0,15.0,,,40.0,,,,40.0,,67.0,,,,,9.0,5.0,50.0,23.0,,12.0,11.0,13.0,,,69.0,,,,27.0,29.0,29.0,29.0,27.0,33.0,31.0,34.0,31.0,,,27.0,26.0,,,,0.0,,1.0,,0.0,
72,79.0,23.0,,,,410.0,0.0,,3.0,,67.0,62.0,,73.0,68.0,,,60.0,,77.0,,72.0,,64.0,,75.0,,66.0,72.0,,74.0,66.0,69.0,,67.0,,67.0,,,,,68.0,,68.0,,,6.0,,13.0,8.0,68.0,69.0,,69.0,,,,,,72.0,,,,71.0,,,18.0,0.0,0.0,,0.0,,
72,72.0,34.0,166.0,,,369.0,,3.0,,,73.0,,,,,54.0,,,55.0,,70.0,,75.0,,70.0,,,,,65.0,,69.0,58.0,51.0,56.0,,,24.0,,,59.0,,,23.0,21.0,,9.0,,7.0,12.0,,,71.0,,,,,72.0,66.0,,,,,49.0,43.0,,,0.0,0.0,,,,0.0
72,72.0,27.0,173.0,71.0,,,,4.0,3.0,,,,,71.0,69.0,,,68.0,70.0,73.0,70.0,69.0,,51.0,,,73.0,76.0,76.0,,,68.0,90.0,,,,84.0,70.0,,,,71.0,,,,13.0,,12.0,11.0,14.0,,,,71.0,,,,72.0,,72.0,72.0,72.0,,,,72.0,22.0,,0.0,0.0,,0.0,0.0
72,,25.0,182.0,76.0,1689.0,362.0,,,3.0,,,,54.0,71.0,28.0,70.0,,,,68.0,,71.0,,,46.0,,,67.0,60.0,,,72.0,67.0,63.0,75.0,,,12.0,72.0,,71.0,67.0,42.0,,21.0,7.0,10.0,8.0,,14.0,,67.0,,69.0,,,,,60.0,67.0,49.0,,49.0,,,,18.0,,,1.0,0.0,0.0,
72,72.0,,,,,397.0,0.0,3.0,3.0,1.0,,47.0,69.0,,,,76.0,36.0,56.0,,41.0,,,,,,77.0,,,,65.0,,61.0,83.0,66.0,54.0,,,51.0,,39.0,,,68.0,,10.0,9.0,11.0,7.0,15.0,,65.0,,62.0,,,,70.0,,70.0,,70.0,72.0,72.0,68.0,,19.0,,,0.0,,0.0,
72,,27.0,175.0,,1879.0,412.0,,4.0,,1.0,,,,71.0,,70.0,,,51.0,,,71.0,58.0,,,71.0,,83.0,79.0,66.0,,,,83.0,62.0,,74.0,62.0,,,,,,,65.0,,8.0,,12.0,,,69.0,,68.0,68.0,69.0,70.0,,69.0,,72.0,,,,,,18.0,,,0.0,,0.0,0.0
72,,27.0,185.0,,,,,,,1.0,,68.0,66.0,69.0,44.0,,,,66.0,,63.0,,,,58.0,,,,,74.0,52.0,73.0,,71.0,90.0,66.0,,44.0,,,,65.0,,,,,6.0,,,9.0,72.0,,,,,71.0,72.0,,,72.0,63.0,,,,,,,,,,0.0,,
72,,,180.0,76.0,,375.0,0.0,,,,,,68.0,,,,,,,77.0,,,,44.0,,,,,77.0,72.0,65.0,63.0,,54.0,70.0,,44.0,35.0,,,,69.0,28.0,28.0,29.0,,,8.0,12.0,,,72.0,71.0,71.0,,,,,,72.0,,,57.0,53.0,48.0,,20.0,,0.0,0.0,0.0,,0.0
72,73.0,,,78.0,,,1.0,,3.0,1.0,,57.0,,69.0,,76.0,65.0,,,,42.0,71.0,57.0,38.0,,,87.0,89.0,,,56.0,,,77.0,,,77.0,65.0,,,,,,68.0,,,10.0,,,11.0,,,,,67.0,68.0,,,,,,,72.0,72.0,71.0,,,,0.0,0.0,0.0,0.0,
72,75.0,,183.0,75.0,,380.0,,,,1.0,74.0,,,,,72.0,,,,61.0,,,48.0,,,,,,,,,36.0,,79.0,67.0,30.0,71.0,,,60.0,,63.0,,,,,,,9.0,8.0,59.0,63.0,,,61.0,63.0,,68.0,,,72.0,69.0,72.0,,,,,0.0,,,0.0,0.0,1.0
72,72.0,28.0,,65.0,1963.0,,1.0,,3.0,,67.0,,70.0,72.0,54.0,,,72.0,,70.0,,,,,70.0,74.0,69.0,,,74.0,,,84.0,,,,60.0,45.0,,,,,,,,,13.0,7.0,,12.0,72.0,71.0,72.0,,,71.0,72.0,,72.0,,,64.0,,,62.0,,22.0,0.0,,,,0.0,0.0
72,76.0,24.0,,,1858.0,395.0,0.0,,,1.0,74.0,53.0,,74.0,69.0,,,,,69.0,53.0,,,,,75.0,,70.0,70.0,,,59.0,,59.0,,,,73.0,,,55.0,,,68.0,,,,8.0,,,65.0,69.0,68.0,,,69.0,71.0,72.0,70.0,72.0,72.0,,,,,72.0,18.0,0.0,,,0.0,,
72,75.0,26.0,,,,402.0,1.0,3.0,2.0,1.0,71.0,62.0,72.0,,64.0,60.0,68.0,,54.0,76.0,46.0,,,,,75.0,,,,72.0,,64.0,57.0,,47.0,,70.0,,65.0,,44.0,,63.0,67.0,58.0,13.0,8.0,,15.0,9.0,67.0,71.0,,,70.0,71.0,,,,,71.0,71.0,71.0,70.0,65.0,,20.0,,0.0,0.0,0.0,,1.0
72,72.0,,186.0,89.0,,,,2.0,2.0,1.0,31.0,27.0,,49.0,,,34.0,21.0,,,31.0,44.0,38.0,,,51.0,31.0,31.0,47.0,,,41.0,,61.0,,22.0,,72.0,27.0,,35.0,,,74.0,,,,8.0,10.0,,,,,41.0,,40.0,45.0,45.0,52.0,45.0,60.0,,,,72.0,63.0,19.0,0.0,,0.0,,0.0,0.0
72,72.0,26.0,,80.0,1788.0,,1.0,,2.0,,69.0,,64.0,,,,,45.0,66.0,72.0,,,,45.0,,,,71.0,,67.0,58.0,48.0,,,75.0,46.0,65.0,66.0,,,61.0,63.0,71.0,,,,,7.0,,8.0,,,60.0,,60.0,,64.0,,67.0,,71.0,,,,,72.0,17.0,0.0,0.0,,0.0,0.0,
72,75.0,,,72.0,1891.0,,0.0,,3.0,,68.0,58.0,,,72.0,,,57.0,51.0,74.0,60.0,,,47.0,71.0,,72.0,,80.0,66.0,,,47.0,,,63.0,66.0,76.0,,,46.0,,,,,6.0,9.0,14.0,8.0,5.0,,70.0,69.0,,69.0,,,,,72.0,,75.0,74.0,73.0,,,,0.0,,1.0,,0.0,0.0
72,73.0,29.0,197.0,,1139.0,,1.0,3.0,,1.0,70.0,,,72.0,,71.0,15.0,13.0,18.0,,,16.0,,12.0,,,48.0,45.0,,,,,,33.0,,13.0,39.0,19.0,14.0,,14.0,,19.0,14.0,15.0,,,,,,30.0,26.0,,28.0,28.0,,30.0,29.0,29.0,29.0,,29.0,28.0,28.0,,,,0.0,0.0,1.0,0.0,,1.0
72,72.0,,,76.0,1971.0,,1.0,,2.0,1.0,,69.0,,,69.0,,,67.0,,76.0,,,64.0,,,,,,65.0,63.0,,75.0,72.0,,,,,68.0,,,62.0,,,,,7.0,9.0,14.0,,12.0,72.0,69.0,71.0,,,,,,,,,,,,,,18.0,0.0,,,0.0,0.0,
72,,26.0,,77.0,,398.0,1.0,3.0,1.0,1.0,,,,,,72.0,20.0,14.0,17.0,25.0,,,14.0,16.0,,23.0,,47.0,,,,50.0,59.0,24.0,55.0,18.0,26.0,13.0,6.0,34.0,,33.0,24.0,18.0,16.0,,,,,,30.0,,,27.0,27.0,26.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,29.0,,29.0,,0.0,0.0,1.0,0.0,0.0,
72,72.0,,,,,,,3.0,2.0,1.0,35.0,,55.0,53.0,,71.0,,29.0,76.0,67.0,,,,39.0,64.0,58.0,34.0,35.0,49.0,,,,,57.0,77.0,41.0,,,33.0,52.0,28.0,,,,,8.0,6.0,12.0,,13.0,52.0,47.0,,,49.0,47.0,,,61.0,,,,,65.0,,,18.0,0.0,0.0,,,0.0,0.0
72,,,,73.0,,399.0,,,,2.0,57.0,,,,62.0,75.0,,,,,54.0,71.0,54.0,60.0,73.0,,65.0,51.0,,,,75.0,73.0,,68.0,74.0,,,,,72.0,73.0,66.0,,,7.0,,14.0,6.0,,,68.0,,,68.0,,,,,,,,,,,,,,,0.0,,0.0,0.0
72,,,,82.0,930.0,379.0,,3.0,1.0,1.0,70.0,,77.0,,18.0,71.0,14.0,9.0,,25.0,5.0,10.0,12.0,10.0,17.0,,15.0,,21.0,,21.0,58.0,40.0,,60.0,5.0,,14.0,,34.0,14.0,,8.0,,11.0,,,,,,25.0,19.0,,22.0,22.0,19.0,23.0,22.0,24.0,22.0,21.0,24.0,,21.0,23.0,21.0,,,0.0,,0.0,,1.0
72,,37.0,,,1330.0,400.0,,3.0,1.0,,70.0,,,72.0,41.0,73.0,,13.0,13.0,52.0,11.0,24.0,16.0,12.0,53.0,35.0,41.0,,,,62.0,,67.0,,,13.0,32.0,27.0,12.0,,20.0,66.0,26.0,,15.0,,,,,,34.0,,36.0,,,,,39.0,45.0,39.0,35.0,41.0,,,,,,0.0,0.0,,0.0,0.0,1.0
72,,,181.0,74.0,,402.0,,,,1.0,75.0,,,67.0,70.0,,,45.0,,,26.0,64.0,55.0,,,,73.0,76.0,,,68.0,65.0,,,71.0,63.0,,,34.0,54.0,57.0,,69.0,73.0,,7.0,7.0,,,11.0,,61.0,,60.0,60.0,61.0,64.0,65.0,,65.0,72.0,,72.0,,,,,0.0,0.0,,,0.0,0.0
72,,,,,1987.0,,0.0,,,,66.0,,70.0,,,72.0,,,,,59.0,70.0,,68.0,71.0,72.0,,63.0,72.0,,67.0,74.0,82.0,,68.0,,67.0,,,,,,,71.0,,,,,,16.0,,68.0,67.0,,,,,71.0,71.0,71.0,72.0,,,,,,21.0,,0.0,0.0,0.0,,
72,77.0,25.0,175.0,74.0,1818.0,,0.0,3.0,,1.0,,,63.0,73.0,,66.0,,,66.0,,,74.0,42.0,38.0,66.0,,78.0,81.0,74.0,,,62.0,,69.0,66.0,,,,66.0,,,,,,,12.0,,8.0,,,,66.0,65.0,,,66.0,68.0,70.0,68.0,,72.0,,72.0,,71.0,72.0,19.0,,0.0,,,0.0,
